date,population,admission,release,los_1_day,los_2-3_days,los_4-7_days,los_8-14_days,los_15-30_days,los_31-60_days,los_61-90_days,los_91-182_days,los_183-365_days,los_365+_days
2020-11-16,122512.36842253502,1546.5324673492405,2893.9668569072087,494,651,369,243,290,239,142,155,55,0
2020-11-17,121814.83403297706,2196.4324673492406,2634.9668569072087,576,327,358,252,269,285,123,160,44,0
2020-11-18,121575.29964341909,2395.4324673492406,2574.4668569072087,614,256,265,277,344,218,136,143,64,0
2020-11-19,121209.26525386111,2208.4324673492406,2809.862457490468,559,335,250,304,386,306,152,187,75,0
2020-11-20,121009.98817414558,2610.5853777749276,2557.434227825396,669,306,245,247,295,228,126,141,51,0
2020-11-21,120887.94235439814,2435.388408077958,1217.6649970561655,482,180,71,79,98,72,31,30,4,0
2020-11-22,121491.22986798403,1820.9525106420606,1139.6649970561655,408,184,85,58,84,67,33,34,10,0
2020-11-23,121914.51738156992,1562.9525106420606,2817.3415076552637,541,608,354,202,251,246,136,137,51,0
2020-11-24,121331.64429965377,2234.4684257390995,2730.449054825075,607,306,403,226,305,254,125,184,57,0
2020-11-25,120786.86854478162,2185.6732999529363,2638.9302133091405,664,329,374,194,303,216,105,155,44,0
2020-11-26,120158.48986139958,2010.5515299270965,980.4302133091404,347,122,81,57,76,68,18,31,7,0
2020-11-27,120521.61117801754,1343.5515299270965,1557.0135466424738,422,294,152,142,155,101,49,62,16,0
2020-11-28,121463.9824946355,2499.3848632604295,786.2249083801513,455,72,88,79,88,65,32,41,11,0
2020-11-29,121985.1601604598,1307.4025742044564,591.2249083801513,40,34,19,17,10,15,5,10,6,0
2020-11-30,122523.8378262841,1129.9025742044564,3090.1661796662283,820,599,465,216,190,175,100,131,44,0
2020-12-01,121383.50098533859,1949.8293387207077,2699.2574675450164,510,234,429,257,315,311,149,152,72,0
2020-12-02,120871.02929590821,2186.785778114647,2523.7709810585297,550,238,230,234,309,267,108,152,48,0
2020-12-03,120675.34702089225,2328.0887060425753,2542.8751445562393,598,283,151,266,312,254,133,178,71,0
2020-12-04,120392.26668148821,2259.7948051521944,2685.3694558379498,619,290,181,176,303,254,123,149,48,0
2020-12-05,120257.56972004942,2550.6724943991558,1171.6998956527643,443,146,58,80,82,77,24,38,10,0
2020-12-06,120805.17657805506,1719.306753658415,1077.5748956527643,388,218,60,38,66,50,25,23,12,0
2020-12-07,121373.40843606072,1645.806753658415,2868.241562319431,542,598,330,153,270,231,129,151,76,0
2020-12-08,120696.51908194515,2191.3522082038694,2701.7844727671923,559,303,348,169,252,257,122,228,94,0
2020-12-09,120224.6390561878,2229.9044470098397,2649.506041394643,613,270,310,183,313,253,162,178,71,0
2020-12-10,119841.6649127834,2266.5318979902318,2675.506041394643,611,305,214,192,335,274,160,207,50,0
2020-12-11,119561.69076937898,2395.5318979902318,2474.450485839088,698,373,207,189,236,225,107,155,51,0
2020-12-12,119365.0499593079,2277.8096757680096,1217.6445334581354,436,152,90,51,98,76,32,42,14,0
2020-12-13,119875.53891114159,1728.133485291819,1046.7695334581354,358,171,68,52,53,41,26,45,6,0
2020-12-14,120316.15286297527,1487.383485291819,2823.2278667914684,471,596,367,231,274,247,116,174,65,0
2020-12-15,119568.80848147563,2075.883485291819,2780.7278667914684,574,321,343,246,254,267,152,200,78,0
2020-12-16,118977.96409997597,2189.883485291819,3454.5159102697294,587,277,302,220,348,398,252,433,91,0
2020-12-17,117558.32164155325,2034.873451847003,2887.607763553185,552,334,228,280,296,284,172,266,108,0
2020-12-18,116954.8830625844,2284.169184584338,2798.3972240926455,599,306,210,270,244,259,135,223,95,0
2020-12-19,116595.80237572345,2439.3165372316907,1171.4305574259788,471,133,65,66,84,81,34,61,11,0
2020-12-20,117267.02168886249,1842.6498705650238,1124.54166853709,370,179,67,70,68,71,34,40,10,0
2020-12-21,117893.24100200154,1750.760981676135,3012.791210661632,572,594,308,191,245,234,147,301,96,0
2020-12-22,117141.98961916988,2261.5398278299813,2753.8114535766117,546,285,329,223,282,297,152,181,73,0
2020-12-23,116579.71799342326,2191.5398278299813,2571.3690293341874,715,300,276,222,281,215,151,166,55,0
2020-12-24,115947.27970100996,1938.9307369208902,1675.6690293341876,520,198,158,150,126,107,49,80,20,0
2020-12-25,115686.24140859666,1414.6307369208903,832.9468071119653,272,76,73,39,37,46,19,35,7,0
2020-12-26,116065.70311618336,1212.4085146986681,955.9468071119653,269,175,92,49,44,39,17,27,8,0
2020-12-27,116595.16482377006,1485.4085146986681,839.4468071119653,279,86,61,39,45,44,24,23,10,0
2020-12-28,117320.62653135677,1564.9085146986681,2428.245106221015,553,418,388,168,189,120,79,112,45,0
2020-12-29,116997.97507199548,2105.5936468597233,1290.7838283159135,928,603,730,644,700,580,347,469,208,0
2020-12-30,117317.115008885,1609.9237652054296,1290.7838283159135,0,0,0,0,0,0,0,0,0,0
2020-12-31,117636.2549457745,1609.9237652054296,1290.7838283159135,0,0,0,0,0,0,0,0,0,0
2021-01-01,117955.39488266403,1609.9237652054296,1290.7838283159135,0,0,0,0,0,0,0,0,0,0
2021-01-02,118274.53481955353,1609.9237652054296,1290.7838283159135,0,0,0,0,0,0,0,0,0,0
2021-01-03,118781.67475644306,1609.9237652054296,385.5462828864326,267,0,10,7,23,11,7,5,9,0
2021-01-04,119058.0332588017,661.9047852450752,3543.8512279413776,268,1608,87,239,304,235,147,205,109,1
2021-01-05,118381.42014943872,2867.2381185784084,2524.779799369949,612,631,0,172,254,240,126,200,87,0
2021-01-06,118128.52226563967,2271.8819155708898,2606.0972924828966,604,319,382,142,302,168,122,183,85,1
2021-01-07,118425.69910635852,2903.274133201744,2974.308403594008,860,379,325,134,322,234,161,230,82,1
2021-01-08,118095.87594707737,2644.485244312855,2789.291736927341,824,426,356,91,271,194,140,183,88,0
2021-01-09,118072.25278779621,2765.668577646188,1207.771534907139,544,157,148,18,68,48,41,51,17,1
2021-01-10,118755.41750730293,1890.936254413865,1052.3060176657598,467,239,88,60,35,35,18,36,15,0
2021-01-11,119439.04774405104,1735.936254413865,2845.9941205596506,636,657,418,208,230,164,96,181,74,0
2021-01-12,119095.6736935537,2502.620070062311,2767.795707861238,672,329,423,252,255,203,116,183,82,2
2021-01-13,118962.0075795643,2634.129593871835,2797.7898563680983,730,318,375,289,215,200,114,216,90,1
2021-01-14,118871.81826137796,2707.600538181762,2751.591836566118,652,329,228,288,226,232,148,206,107,1
2021-01-15,118775.17679797711,2654.9503731652603,2721.9741895072943,738,382,275,304,190,185,105,215,76,1
2021-01-16,119110.427491439,3057.224882969182,1286.8630783961833,568,194,105,122,53,55,28,50,16,1
2021-01-17,119956.67818490088,2133.113771858071,1161.55474506285,511,284,77,72,56,49,24,28,10,0
2021-01-18,120551.60387836277,1756.4804385247376,1253.05474506285,420,281,119,85,89,65,25,44,39,0
2021-01-19,121032.69623849132,1734.147105191404,3183.4118879199928,607,646,549,318,240,225,118,188,97,2
2021-01-20,120547.2112176675,2697.926867096166,3247.3880783961836,721,289,477,285,245,193,121,179,99,2
2021-01-21,119926.56385918133,2626.740719910019,2841.1655440640984,739,345,327,287,282,231,124,224,103,0
2021-01-22,119743.19287397857,2657.7945588613297,2633.332210730765,782,350,235,276,245,185,99,168,82,1
2021-01-23,119766.3218887758,2656.4612255279962,1208.172210730765,533,181,86,85,85,52,27,47,13,0
2021-01-24,120564.03090357303,2005.8812255279963,1204.0055440640986,523,239,98,107,75,26,25,42,17,0
2021-01-25,121063.40658503692,1703.3812255279963,3122.3805440640986,640,726,388,275,263,178,101,196,107,1
2021-01-26,120412.40726650081,2471.3812255279963,2665.0710202545747,720,287,391,226,270,189,101,168,106,2
2021-01-27,120339.5037036583,2592.1674574120543,2870.9043535879077,733,296,333,289,330,219,135,223,108,3
2021-01-28,119995.22514081578,2526.625790745388,2691.9005074340616,686,344,270,252,337,215,121,183,84,2
2021-01-29,119826.60875746045,2523.284124078721,2736.9997137832684,759,360,252,261,296,191,114,191,104,5
2021-01-30,119842.65639526912,2753.0473515919484,1210.4997137832681,554,149,96,88,99,48,29,59,12,1
2021-01-31,120587.7040330778,1955.5473515919487,1132.4997137832681,486,222,77,61,74,28,29,55,19,2
2021-02-01,121190.75167088649,1735.5473515919487,3255.2717726067976,665,723,431,218,325,157,102,201,126,6
2021-02-02,120450.15224987164,2514.6723515919484,2568.4513686255327,736,421,573,397,475,327,192,269,164,7
2021-02-03,120446.85569770924,2565.154816463143,2887.011368625533,487,209,243,203,215,158,84,145,61,0
2021-02-04,120454.53914554685,2894.694816463143,2414.344701958866,536,231,160,183,226,146,99,136,85,8
2021-02-05,120436.05592671779,2395.8614831298096,2759.900257514422,813,379,258,251,268,197,117,189,81,5
2021-02-06,120360.78104122207,2684.6253720186983,1262.6502575144218,582,208,79,84,77,66,25,39,16,0
2021-02-07,121080.35615572635,1982.2253720186984,1125.1502575144218,491,231,67,55,67,34,23,39,20,2
2021-02-08,121594.43127023062,1639.2253720186984,3096.1157747558013,663,646,425,225,257,202,88,174,86,6
2021-02-09,121021.04086749352,2522.7253720186986,2784.0995049145313,656,308,448,273,334,253,128,248,133,4
2021-02-10,120769.0147504707,2532.0733878917144,2740.266171581198,657,334,315,233,297,223,143,188,126,6
2021-02-11,120578.85530011455,2550.1067212250477,2576.377282692309,683,329,234,233,290,212,97,159,100,4
2021-02-12,120382.80696086952,2380.32894344727,2446.3058541208807,661,360,246,223,258,182,91,147,70,2
2021-02-13,120413.68719305305,2477.1860863044126,1095.1263669413934,479,137,94,82,82,38,17,37,20,1
2021-02-14,121104.86357908274,1786.3027529710794,1175.4597002747266,494,230,86,76,82,46,17,31,9,0
2021-02-15,121320.37329844576,1390.9694196377461,1332.9597002747266,378,297,160,135,111,90,48,71,36,3
2021-02-16,121469.66873209449,1482.2551339234603,2260.5048562681586,413,346,347,181,212,157,79,145,49,7
2021-02-17,121166.44873060365,1957.2848547773192,2343.7832042404775,662,355,564,451,413,307,157,279,159,9
2021-02-18,120958.54300672121,2135.8774803580395,2385.1708676391704,263,98,93,125,111,91,42,76,36,4
2021-02-19,120663.07600832896,2089.703869246928,2781.504200972504,797,222,239,305,332,210,102,184,118,8
2021-02-20,120654.94234327006,2773.3705359135947,1116.826423194726,537,114,81,99,84,51,19,28,16,0
2021-02-21,121492.56423376671,1954.4483136913727,1177.826423194726,479,241,77,73,65,55,28,58,21,0
2021-02-22,122121.18612426335,1806.4483136913727,3177.7319888718594,671,747,335,247,327,243,110,230,92,11
2021-02-23,121756.97405627038,2813.519920878884,3149.069290459161,724,356,362,294,373,263,133,194,123,14
2021-02-24,121516.79413113455,2908.889365323328,3216.256195221066,819,387,359,226,359,302,122,225,138,9
2021-02-25,121308.428491713,3007.8905557995186,3054.0494514187108,810,365,270,197,349,279,135,229,141,16
2021-02-26,121243.10779842002,2988.72875812574,3074.2844941537537,893,424,229,207,331,250,123,229,131,8
2021-02-27,121186.55206239202,3017.72875812574,1308.6691095383692,592,192,99,84,107,44,35,33,23,7
2021-02-28,122051.88094174862,2173.9979888949706,1224.6691095383692,513,254,95,65,77,57,15,38,27,3
2021-03-01,122687.20982110522,1859.9979888949708,3607.5972141135326,725,784,485,230,282,260,130,239,149,19
2021-03-02,121779.44470850607,2699.8321015143774,3111.4972141135327,749,364,400,246,310,263,136,220,160,14
2021-03-03,121526.7795959069,2858.8321015143774,3274.318642684961,805,362,387,325,331,344,87,173,173,9
2021-03-04,121377.27519759347,3124.8142443715205,3381.531392623814,897,397,291,334,323,303,151,248,129,15
2021-03-05,121108.28261213926,3112.5388071696125,3140.0465441389656,909,434,271,323,332,236,93,153,111,22
2021-03-06,120942.59305698809,2974.3569889877945,1426.5465441389654,653,244,104,85,86,69,20,38,19,5
2021-03-07,121709.40350183692,2193.3569889877945,1177.5465441389654,493,257,95,70,57,50,13,43,10,5
2021-03-08,122486.21394668575,1954.3569889877945,3393.213210805632,698,806,482,271,264,250,113,186,111,16
2021-03-09,121913.8577248679,2820.8569889877945,3960.805047540326,851,463,526,372,413,366,154,223,221,25
2021-03-10,121629.09078876436,3676.038111436774,2034.5342142069926,653,242,220,161,180,141,73,114,62,7
2021-03-11,121661.59468599415,2067.0381114367738,3243.716032388811,656,586,293,328,341,259,143,197,126,23
2021-03-12,121460.2167650421,3042.338111436774,2913.4503252929644,853,467,305,271,254,223,90,140,96,7
2021-03-13,121442.50080968931,2895.7343699401754,1523.066406063,638,178,162,123,124,95,35,51,21,0
2021-03-14,122134.26837599378,2214.8339723674612,1343.3795878811818,579,251,92,86,107,46,27,29,26,3
2021-03-15,122557.57901922132,1766.6902311087201,3288.351810103404,687,782,498,292,262,214,102,156,100,7
2021-03-16,121858.5841068933,2589.3568977753866,3118.8574919215857,693,365,480,341,313,274,141,185,132,20
2021-03-17,121641.27519934997,2901.5485843782576,3245.7245020141004,790,380,359,368,341,287,170,199,108,12
2021-03-18,121064.33309163843,2668.7823943025637,3167.5120020141003,782,426,304,317,373,292,137,185,126,18
2021-03-19,120746.59592246321,2849.77483283887,2938.2190364541334,852,392,249,289,326,209,107,162,109,10
2021-03-20,120859.72342902226,3051.3465430131823,1462.942917051148,648,177,112,113,127,81,39,56,27,0
2021-03-21,121595.92556244698,2199.145050475869,1188.8971654171612,521,222,84,80,90,42,22,35,18,0
2021-03-22,122365.13423181941,1958.1058347895944,3391.6320139020095,776,785,423,266,311,192,140,183,123,13
2021-03-23,121784.41108301003,2810.9088650926246,3110.3820139020095,785,377,460,270,326,235,104,207,119,14
2021-03-24,121552.93793420064,2878.9088650926246,3173.0347916797873,809,354,392,303,383,238,139,194,134,17
2021-03-25,121315.81200761348,2935.9088650926246,3084.4727863321937,814,410,271,327,349,231,118,193,138,20
2021-03-26,121045.45117906552,2814.111957784247,3036.5977863321937,810,450,281,314,326,250,116,170,98,15
2021-03-27,121000.34035051758,2991.486957784247,1336.097786332194,600,176,115,78,109,65,45,39,21,0
2021-03-28,121923.22952196964,2258.986957784247,1341.5460621942627,567,264,112,84,109,52,38,30,13,4
2021-03-29,122490.3255899734,1908.64213019804,3363.6174907656914,714,815,441,283,323,236,118,160,99,16
2021-03-30,121846.42165797719,2719.7135587694684,3141.3975405168308,803,371,452,289,327,258,139,162,143,21
2021-03-31,121633.27336255253,2928.2492450921773,3115.3975405168308,801,431,369,283,328,220,141,163,134,14
2021-04-01,121347.12506712788,2829.2492450921773,3372.6250405168307,802,470,319,340,392,287,177,176,169,31
2021-04-02,120900.92899392545,2926.4289673143994,2501.5536119454023,739,392,233,248,248,198,115,114,70,8
2021-04-03,121074.39958738968,2675.0242054096375,1394.803611945402,618,212,128,99,96,60,28,38,20,3
2021-04-04,121793.87018085392,2114.2742054096375,1223.803611945402,517,240,82,77,98,46,34,21,20,1
2021-04-05,122560.34077431816,1990.2742054096375,3321.8036119454023,741,700,473,278,277,256,134,150,147,12
2021-04-06,122130.31136778239,2891.7742054096375,3343.8036119454023,849,420,491,305,316,276,139,153,124,19
2021-04-07,121852.28196124663,3065.7742054096375,3376.988252468278,914,425,366,322,432,266,146,161,125,17
2021-04-08,121549.10712987426,3073.813421095912,3326.2049191349447,897,491,309,319,410,300,152,183,97,23
2021-04-09,121328.59182231141,3105.6896115721024,3009.776347706373,920,416,254,269,362,249,95,151,104,10
2021-04-10,121514.74318141524,3195.927706810198,1466.2763477063731,646,227,124,92,138,63,31,45,34,0
2021-04-11,122156.89454051908,2108.427706810198,1303.133490563516,544,295,101,108,115,63,39,49,28,3
2021-04-12,122908.47447105146,2054.713421095912,3385.3587157887414,778,765,450,264,295,215,119,152,141,18
2021-04-13,122227.50935653881,2704.3936012760923,3310.3587157887414,760,381,513,305,365,286,150,170,143,25
2021-04-14,121905.54424202617,2988.3936012760923,3104.1920491220744,820,385,387,284,314,247,145,166,131,12
2021-04-15,121709.87079418018,2908.5186012760923,3168.9420491220744,805,435,285,289,365,253,142,213,151,19
2021-04-16,121484.9473463342,2944.0186012760923,3051.8894800998037,850,375,285,306,289,278,142,187,103,17
2021-04-17,121413.6477509105,2980.589884676105,1317.1394800998034,566,188,116,83,98,73,40,42,22,3
2021-04-18,122204.8481554868,2108.3398846761056,1298.2823372426606,581,254,83,86,72,63,26,42,24,1
2021-04-19,122835.61998863454,1929.0541703903912,3346.2823372426606,732,741,456,299,324,230,108,179,113,9
2021-04-20,122359.39182178226,2870.054170390391,3111.4548647151883,782,380,460,317,310,298,118,174,98,16
2021-04-21,122146.29046811681,2898.353511049732,3158.0262932866167,788,370,380,313,341,270,149,181,157,23
2021-04-22,121822.61768587993,2834.353511049732,3220.261936850973,773,418,310,332,411,331,145,197,141,37
2021-04-23,121423.02980463314,2820.6740556041873,2762.261936850973,676,388,247,269,304,262,112,135,118,16
2021-04-24,121583.44192338636,2922.6740556041873,1384.7619368509731,601,205,120,79,121,68,27,40,22,3
2021-04-25,122197.85404213957,1999.1740556041873,1307.2241817489323,528,301,86,98,105,50,28,28,12,0
2021-04-26,122724.18860987238,1833.5587494817382,3409.0098960346468,724,693,438,303,323,262,151,184,137,16
2021-04-27,122084.23746331947,2769.0587494817382,3227.3641982026684,781,374,448,326,321,266,145,173,150,24
2021-04-28,122027.60816636005,3170.734901243256,3338.807285583197,917,396,368,321,343,277,156,184,133,29
2021-04-29,121615.65432273987,2926.853441963015,3144.935222259422,805,408,243,316,370,297,130,167,143,30
2021-04-30,121433.51331495497,2962.794214474521,3136.883244858292,919,454,266,290,337,286,131,151,113,19
2021-05-01,121454.59773089888,3157.9676608022046,1261.9188796021672,570,204,91,74,123,57,35,25,20,2
2021-05-02,122344.70330497198,2152.0244536752557,1261.9188796021672,541,279,81,74,81,60,27,32,18,2
2021-05-03,123050.80887904506,1968.0244536752557,3524.3950700783575,805,787,460,326,311,262,143,162,104,20
2021-05-04,122346.31127851497,2819.8974695482716,3220.7137102396946,722,362,485,279,351,251,161,164,128,26
2021-05-05,122037.71255438938,2912.114986114103,3134.7663418186416,800,350,428,318,337,261,143,172,146,10
2021-05-06,121981.42961973748,3078.483407166734,3172.3218973741973,877,432,285,324,364,257,144,175,111,13
2021-05-07,121921.14668508556,3112.03896272229,2859.8218973741973,857,421,283,292,323,214,109,134,86,17
2021-05-08,122156.25660757652,3094.931819865147,1356.6218973741973,615,224,92,92,121,81,35,53,20,4
2021-05-09,122984.76653006747,2185.131819865147,1292.1218973741975,555,297,80,76,89,54,31,24,23,0
2021-05-10,123468.27645255842,1775.631819865147,3550.1218973741975,702,811,475,312,303,226,141,177,150,26
2021-05-11,122751.78637504937,2833.631819865147,3133.1218973741975,711,363,422,307,351,272,136,190,153,26
2021-05-12,122552.29629754032,2933.631819865147,3206.1218973741975,782,373,394,287,363,268,130,229,169,26
2021-05-13,122350.69510892016,3004.520708754036,3085.488564040864,812,444,295,288,381,276,154,175,106,27
2021-05-14,122381.3189203,3116.112375420703,3180.988564040864,939,484,239,335,308,246,117,156,134,25
2021-05-15,122413.54987453697,3213.2195182778455,1405.3218973741973,694,197,94,94,101,78,31,34,33,3
2021-05-16,123131.99082877395,2123.762851611179,1284.3218973741973,528,303,81,92,72,57,24,41,19,1
2021-05-17,123852.43178301094,2004.7628516111788,3607.834717887018,821,824,409,308,286,279,144,160,163,16
2021-05-18,123271.37273724792,3026.7756721239994,3140.668051220351,755,369,472,283,344,308,125,142,147,28
2021-05-19,123176.89702481823,3046.192338790666,3371.0783076306075,817,433,392,324,421,287,159,172,153,21
2021-05-20,122896.66490213214,3090.846184944512,3299.3767203290204,875,418,291,340,392,347,170,181,128,28
2021-05-21,122718.84389055715,3121.555708754036,2948.022553662354,851,414,264,286,303,259,131,135,115,15
2021-05-22,122883.50204564884,3112.680708754036,1348.0225536623536,602,198,96,103,102,61,33,42,18,2
2021-05-23,123833.99353407384,2298.5140420873695,1395.5225536623536,598,286,103,100,112,70,24,26,28,2
2021-05-24,124441.98502249886,2003.5140420873693,3467.9699220834063,729,803,480,295,312,269,146,157,128,32
2021-05-25,123952.1607214502,2978.145621034738,3266.9645033641946,815,361,498,291,360,280,133,178,143,25
2021-05-26,123843.15809527837,3157.9618771923733,3348.582150423018,872,400,421,321,388,288,152,152,109,23
2021-05-27,123605.09664557714,3110.520700721785,3360.082150423018,877,478,293,325,403,312,141,178,138,50
2021-05-28,123356.53519587591,3111.520700721785,3124.082150423018,881,485,278,297,339,247,142,158,87,25
2021-05-29,123365.47374617468,3133.020700721785,1365.8599282007958,654,167,103,99,109,74,36,33,13,5
2021-05-30,124399.13451869568,2399.520700721785,1381.6599282007958,674,268,91,65,91,48,31,25,14,1
2021-05-31,125106.39529121666,2088.920700721785,1522.6599282007958,608,327,140,102,102,79,50,58,30,3
2021-06-01,125713.65606373765,2129.920700721785,4091.5830051238727,822,703,710,346,371,314,173,206,156,29
2021-06-02,124944.50657984838,3322.4335212346055,3725.416338457206,916,430,547,392,486,313,162,197,123,24
2021-06-03,124409.69042929244,3190.600187901272,3541.1426542466797,878,400,385,350,464,343,149,204,159,23
2021-06-04,124144.29533136809,3275.7475563223247,3285.2593209133465,946,516,260,377,369,277,128,163,96,18
2021-06-05,124210.63356677706,3351.5975563223246,1416.025987580013,663,197,95,118,104,78,40,36,18,1
2021-06-06,125149.13846885272,2354.530889655658,1395.213487580013,607,318,87,83,103,59,17,23,15,1
2021-06-07,125710.20587092836,1956.280889655658,3402.7006670671926,686,807,402,296,344,290,110,160,133,29
2021-06-08,125325.93993967067,3018.434735809504,3493.3213421726778,835,412,496,321,434,334,166,199,142,40
2021-06-09,125181.26894512185,3348.6503476238504,3572.5713421726778,932,457,405,316,437,327,160,224,119,24
2021-06-10,124904.09795057302,3295.4003476238504,3368.0713421726778,876,456,350,372,435,316,139,173,119,32
2021-06-11,124840.4269560242,3304.4003476238504,2961.7380088393443,843,448,241,299,333,232,107,130,87,22
2021-06-12,125046.0892948087,3167.4003476238504,1402.7870284471876,646,233,91,99,111,65,32,35,21,1
2021-06-13,125944.67156823372,2301.369301872216,1655.5370284471876,623,338,167,97,91,85,49,62,48,11
2021-06-14,126382.25384165875,2093.119301872216,3459.1618441828846,808,790,460,300,332,272,136,174,92,27
2021-06-15,126012.62521707606,3089.533219600182,3192.8077852259685,789,363,439,316,360,285,138,179,117,32
2021-06-16,125970.69119566795,3150.873763817869,3425.5077852259683,909,456,382,317,383,305,152,193,119,27
2021-06-17,125716.75717425985,3171.5737638178693,3519.2148954673253,899,426,323,405,463,357,176,249,334,71
2021-06-18,125588.35152858561,3390.809249793081,2875.2148954673253,883,405,255,266,308,243,126,144,100,22
2021-06-19,125704.94588291136,2991.809249793081,1360.2148954673253,603,234,106,92,118,65,22,34,20,2
2021-06-20,126599.04023723712,2254.309249793081,1322.338827091257,565,287,95,96,101,62,23,32,23,5
2021-06-21,127241.19014711842,1964.4887369725684,3616.338827091257,736,767,545,305,335,267,150,182,134,22
2021-06-22,126694.34005699975,3069.4887369725684,4159.812511301783,852,380,554,399,423,420,224,236,229,204
2021-06-23,126176.06891424947,3641.541368551516,3246.8081349341683,786,394,388,372,382,264,158,199,104,34
2021-06-24,126033.7977714992,3104.5369921839006,3348.1319444579776,845,464,315,359,397,336,165,211,110,41
2021-06-25,125768.52662874894,3082.8608017077104,3130.5319444579777,849,458,297,303,337,326,122,175,96,25
2021-06-26,126025.088819332,3387.0941350410435,1385.081944457978,681,180,115,100,103,67,40,43,20,2
2021-06-27,126986.31767658173,2346.31080170771,1416.7486111246444,575,318,121,106,106,63,39,40,18,6
2021-06-28,127663.54653383147,2093.977468374377,4008.2486111246444,801,888,516,298,359,329,171,229,154,41
2021-06-29,126814.2753910812,3158.977468374377,4584.848611124645,871,411,919,433,475,440,251,330,179,63
2021-06-30,126510.53758166426,4281.11080170771,3371.5152777913113,957,410,382,373,340,324,146,185,102,41
2021-07-01,126265.29977224734,3126.277468374377,3769.0152777913113,901,511,348,394,471,330,186,251,152,56
2021-07-02,125771.22862949707,3274.944135041044,3425.181944457978,1013,499,341,302,403,284,142,160,89,45
2021-07-03,125600.1574867468,3254.1108017077104,1524.1819444579778,724,221,118,115,104,74,39,33,20,7
2021-07-04,126468.58634399653,2392.6108017077104,1448.6541666802,692,287,83,83,90,68,33,35,11,4
2021-07-05,127231.51520124626,2211.5830239299326,1524.4875000135335,628,259,181,123,80,81,43,45,22,7
2021-07-06,127826.444058496,2119.416357263266,3727.9875000135335,710,738,682,338,408,283,162,176,108,31
2021-07-07,127239.87291574573,3141.416357263266,3575.9875000135335,814,461,545,392,427,285,190,199,84,29
2021-07-08,126881.30177299546,3217.416357263266,3435.7097222357556,880,417,398,407,423,305,166,203,113,24
2021-07-09,126619.17507468964,3173.5830239299326,3250.876388902422,896,493,289,367,379,285,124,172,105,26
2021-07-10,126704.21504305048,3335.916357263266,1377.8763889024224,642,182,100,113,101,82,32,42,18,7
2021-07-11,127575.25501141133,2248.916357263266,1426.8763889024224,566,309,125,116,101,60,30,31,20,4
2021-07-12,128083.29497977217,1934.9163572632658,3399.376388902422,736,844,424,300,294,301,140,185,97,18
2021-07-13,127691.33494813301,3007.416357263266,3315.6541666802,756,389,496,333,393,336,155,194,95,34
2021-07-14,127793.87491649385,3418.194135041044,3533.1541666802,930,416,394,361,450,318,169,219,128,46
2021-07-15,127346.9148848547,3086.194135041044,3471.3875000135336,880,468,338,369,431,341,158,211,109,41
2021-07-16,127025.28818654887,3149.7608017077105,3077.0992882253217,889,468,289,289,384,263,132,152,72,22
2021-07-17,127185.10729243886,3236.918394115303,1396.0992882253215,658,194,104,95,124,73,35,53,10,3
2021-07-18,128134.92639832884,2345.918394115303,1454.5992882253215,636,282,105,105,111,62,36,43,27,1
2021-07-19,128610.24550421882,1929.9183941153028,3514.8492882253217,768,788,525,299,368,262,152,182,81,47
2021-07-20,128108.0646101088,3012.668394115303,3434.671510447544,784,366,459,308,366,310,157,184,197,41
2021-07-21,128037.88371599879,3364.490616337525,3421.3381771142103,860,421,458,344,391,348,126,166,107,30
2021-07-22,127626.86948855543,3010.3239496708584,3169.8381771142103,781,446,299,302,421,318,151,181,99,25
2021-07-23,127527.35526111208,3070.3239496708584,3043.8381771142103,939,494,254,264,340,290,133,158,77,30
2021-07-24,127587.84103366872,3104.3239496708584,1379.1330489090824,609,183,108,111,100,93,35,42,19,3
2021-07-25,128466.7755241741,2258.067539414448,1383.9663822424156,601,296,82,89,99,70,28,38,21,4
2021-07-26,129050.04334801278,1967.2342060811147,3398.1330489090824,720,809,472,304,338,287,162,167,69,26
2021-07-27,128500.81117185148,2848.9008727477812,3291.3830489090824,808,387,491,332,380,303,176,170,93,28
2021-07-28,128356.57899569019,3147.1508727477812,3211.7163822424154,873,363,375,309,366,306,169,204,110,29
2021-07-29,128178.34681952889,3033.4842060811147,3225.8141600201934,842,424,282,338,395,311,177,204,113,37
2021-07-30,128036.82797670092,3084.295317192226,3256.80064650668,930,456,294,328,366,324,147,196,94,27
2021-07-31,128095.20102576485,3315.173695570604,1491.1339798400131,691,196,118,118,107,79,28,50,13,4
2021-08-01,128969.24074149544,2365.173695570604,1545.93828849869,686,303,115,111,113,93,38,72,24,7
2021-08-02,129540.3596345238,2117.057181527062,3635.6882884986903,819,918,488,303,305,296,132,160,90,36
2021-08-03,128896.35352755219,2991.682181527062,4394.78828849869,832,548,498,340,558,508,268,388,199,79
2021-08-04,128285.09742058055,3783.532181527062,3429.13111704384,916,366,465,329,405,318,164,198,95,33
2021-08-05,128150.46558997099,3294.499286434274,3551.8561170438397,939,493,423,312,433,345,174,190,101,42
2021-08-06,128005.00042602808,3406.390953100941,3236.8561170438397,982,503,356,291,332,301,141,147,84,20
2021-08-07,128201.53526208519,3433.390953100941,1619.3561170438397,748,228,135,121,131,101,42,43,34,7
2021-08-08,128955.32009814229,2373.140953100941,1607.3561170438397,669,295,134,152,124,81,46,48,15,8
