date,population,admission,release,los_1_day,los_2-3_days,los_4-7_days,los_8-14_days,los_15-30_days,los_31-60_days,los_61-90_days,los_91-182_days,los_183-365_days,los_365+_days
2021-08-09,129400.1049341994,2052.140953100941,3782.5227837105062,837,838,529,394,363,314,162,178,83,21
2021-08-10,128636.38977025649,3018.8076197676073,3468.8561170438397,871,394,539,360,371,353,149,215,87,39
2021-08-11,128452.00793964692,3284.4742864342743,3566.3561170438397,989,420,463,395,365,320,192,210,91,35
2021-08-12,128047.51499792625,3161.863175323163,3515.3561170438397,898,453,354,459,413,335,159,222,116,23
2021-08-13,127752.52205620558,3220.363175323163,3306.0227837105062,998,464,292,425,324,293,150,177,90,31
2021-08-14,127791.19578115156,3344.6965086564965,1475.0227837105065,738,178,108,116,119,71,45,52,13,4
2021-08-15,128626.86950609754,2310.6965086564965,1567.9227837105063,697,287,104,102,111,85,65,45,25,10
2021-08-16,129085.54323104354,2026.5965086564963,3700.5753260833876,786,883,503,343,364,263,166,160,96,40
2021-08-17,128240.98814243021,2856.0202374700557,3377.5753260833876,816,414,469,319,396,333,178,196,128,45
2021-08-18,128019.43305381687,3156.0202374700557,3309.4503260833876,843,395,404,337,423,321,181,182,87,55
2021-08-19,127777.00296520354,3067.0202374700557,3219.330892885007,893,400,286,331,431,335,177,219,83,38
2021-08-20,127566.79959723799,3009.127524919448,3058.330892885007,925,421,281,261,406,261,139,187,66,18
2021-08-21,127734.09622927243,3225.627524919448,1415.1642262183404,704,154,116,102,119,61,36,49,13,3
2021-08-22,128548.39286130687,2229.4608582527817,1431.1642262183404,667,268,95,92,103,62,32,52,13,5
2021-08-23,129001.18949334131,1883.9608582527817,4287.415829005797,939,867,484,327,664,347,175,191,113,35
2021-08-24,128262.5595225883,3548.7858582527815,3474.415829005797,786,321,617,361,448,336,218,240,79,34
2021-08-25,128222.92955183527,3434.7858582527815,3214.74916233913,836,370,366,277,373,336,146,210,88,43
2021-08-26,127996.52180330448,2988.341413808337,3386.124285496453,937,483,305,317,428,340,178,203,97,43
2021-08-27,127903.90446531108,3293.5069475030423,3196.142426086022,1039,500,298,297,487,407,191,296,165,48
2021-08-28,127941.42998446053,3233.667945235469,1430.648861092457,706,217,98,91,113,66,43,36,17,6
2021-08-29,128985.96451261897,2475.1833892509126,1408.074256349374,646,262,102,89,117,73,39,38,15,8
2021-08-30,129521.72510577523,1943.8348495056337,3646.865923016041,765,812,558,315,368,299,166,176,85,44
2021-08-31,128791.56903226483,2916.709849505634,3533.665923016041,855,470,526,343,396,326,202,193,99,45
2021-09-01,128266.91295875442,3009.0098495056336,3750.809333868754,918,426,542,403,404,344,190,274,120,49
2021-09-02,127615.64448214324,3099.5408572575716,3311.592366901787,902,425,341,337,393,361,167,202,83,33
2021-09-03,127446.60948901554,3142.5573737740883,3120.7590335684536,982,456,301,339,316,289,146,162,60,15
2021-09-04,127706.35227366562,3380.5018182185327,1525.3676282258289,786,202,116,91,102,85,45,45,27,7
2021-09-05,128623.6194485596,2442.6348031198104,1523.3676282258289,793,311,87,77,79,56,32,44,18,3
2021-09-06,129250.88662345358,2150.6348031198104,1541.3676282258289,622,301,135,98,99,97,43,62,35,8
2021-09-07,129785.65379834756,2076.1348031198104,3756.5759615591624,738,756,715,323,330,339,171,190,95,32
2021-09-08,129066.50430657488,3037.426469786477,3603.5759615591624,862,402,546,386,440,353,184,226,101,39
2021-09-09,128553.9548148022,3091.026469786477,3450.9583145003385,864,397,440,334,471,346,181,182,105,39
2021-09-10,128324.93473479421,3221.9382344923592,3283.0249811670055,927,470,328,384,385,312,159,153,90,37
2021-09-11,128310.11465478623,3268.204901159026,1408.0249811670053,688,186,120,94,100,79,32,47,12,3
2021-09-12,129196.29457477825,2294.204901159026,1604.691647833672,703,329,103,98,100,84,57,59,19,12
2021-09-13,129633.30782810361,2041.704901159026,3656.691647833672,784,803,489,298,342,343,186,207,99,34
2021-09-14,129117.72108142896,3141.1049011590258,3485.4157857647065,883,366,492,296,415,399,183,212,117,52
2021-09-15,128867.14582900719,3234.840533342934,3410.961330319162,857,453,427,323,415,327,153,217,104,45
2021-09-16,128514.9679363214,3058.783437633363,3377.961330319162,851,483,340,319,408,378,162,208,106,30
2021-09-17,128445.57575792131,3308.5691519190773,3043.961330319162,916,443,303,283,315,299,140,166,86,25
2021-09-18,128637.51691285455,3235.9024852524108,1460.6279969858285,699,202,130,111,87,75,37,55,19,2
2021-09-19,129498.95806778781,2322.0691519190773,1658.1279969858285,701,323,139,84,105,101,45,73,37,10
2021-09-20,129886.89922272105,2046.0691519190773,3599.6279969858288,740,809,483,262,324,354,160,207,81,44
2021-09-21,129267.67371098764,2980.4024852524108,3433.1279969858288,825,394,462,317,352,382,192,240,124,43
2021-09-22,129024.94819925421,3190.4024852524108,3394.6279969858288,866,373,415,332,408,357,196,232,99,31
2021-09-23,128711.2226875208,3080.9024852524108,3383.6279969858288,852,411,334,353,392,374,184,225,132,51
2021-09-24,128382.87812816833,3055.283437633363,2959.405774763606,870,469,286,315,284,266,116,172,64,26
2021-09-25,128742.8669021492,3319.3945487444744,1380.9057747636064,694,172,109,103,105,79,25,31,14,6
2021-09-26,129657.35567613007,2295.3945487444744,1543.9057747636064,704,273,123,79,91,103,41,46,24,11
2021-09-27,130108.84445011093,1995.3945487444742,3562.4057747636066,741,811,500,308,323,347,136,192,105,30
2021-09-28,129604.74989075847,3058.311215411141,3306.655774763606,884,354,480,311,366,344,146,221,96,42
2021-09-29,129518.65533140601,3220.561215411141,3195.3462509540827,875,381,411,302,364,297,171,195,128,38
2021-09-30,129522.23220062497,3198.9231201730454,3345.3462509540827,845,448,306,372,354,297,190,250,108,36
2021-10-01,129299.80906984393,3122.9231201730454,3384.8462509540827,889,467,316,329,383,332,169,225,118,46
2021-10-02,129228.1359390629,3313.1731201730454,1445.5962509540825,692,211,103,103,112,66,42,46,21,3
2021-10-03,130029.7961416152,2247.256453506379,1555.5962509540825,671,316,102,94,93,77,53,61,19,11
2021-10-04,130432.45634416748,1958.2564535063789,3362.9295842874158,702,752,486,278,299,323,165,181,81,25
2021-10-05,130018.04988005312,2948.5231201730458,3374.6795842874158,854,404,529,334,377,314,189,213,120,37
2021-10-06,129849.56008260541,3206.1897868397123,3395.1795842874158,900,362,421,302,372,343,196,234,99,44
2021-10-07,129675.07028515771,3220.6897868397123,3401.979584287416,884,453,306,354,390,362,212,203,88,35
2021-10-08,129426.38048771,3153.289786839712,3055.1462509540825,959,440,291,284,321,237,139,192,78,27
2021-10-09,129649.02402359564,3277.789786839712,1480.3962509540825,727,191,119,91,104,71,45,63,19,2
2021-10-10,130418.41755948127,2249.789786839712,1517.2533938112254,660,324,112,105,87,71,45,44,25,6
2021-10-11,130720.0968096526,1818.9326439825695,2796.5867271445586,613,671,389,229,220,208,132,144,75,26
2021-10-12,130462.44272649063,2538.9326439825695,3496.0327588905907,725,441,585,313,378,347,198,241,113,45
2021-10-13,130548.06007190006,3581.65010430003,3536.40245849457,1015,343,458,339,399,331,183,244,124,38
2021-10-14,130050.23174938715,3038.574135981668,3242.1424118055033,847,446,294,356,409,304,182,200,98,40
2021-10-15,129934.06206441575,3125.9727268340944,3078.1465416993506,951,473,276,306,333,257,143,172,73,29
2021-10-16,130028.81254484192,3172.89702212552,1371.6465416993506,639,199,109,102,107,81,48,39,15,1
2021-10-17,130800.06302526809,2142.89702212552,1524.122732175541,658,305,114,101,80,72,54,62,27,7
2021-10-18,131149.69445807522,1873.7541649826626,3600.658446461255,732,820,533,296,322,307,190,210,81,41
2021-10-19,130552.91517659662,3003.8791649826626,3256.925113127922,824,346,503,306,389,336,161,217,74,39
2021-10-20,130407.4025617847,3111.412498315996,3340.8774940803028,860,422,387,327,375,313,207,229,113,37
2021-10-21,130274.83094076159,3208.3058730571965,2718.1175734453823,1242,635,537,603,704,540,325,436,216,63
2021-10-22,130418.97558957974,2862.262222263546,2709.1175734453823,2,1,0,0,0,1,1,0,0,0
2021-10-23,130556.12023839791,2846.262222263546,1409.6175734453823,842,66,111,79,111,74,32,49,13,4
2021-10-24,131418.26488721606,2271.762222263546,1597.6175734453823,657,321,128,97,112,107,46,58,26,15
2021-10-25,131736.40953603425,1915.762222263546,3796.917573445382,743,1071,367,287,321,301,227,237,112,40
2021-10-26,130995.12085151907,3055.6288889302127,3523.393763921573,836,380,508,365,446,358,221,259,119,48
2021-10-27,130704.76073843247,3233.0336508349747,3494.893763921573,866,423,402,345,427,336,202,271,119,40
2021-10-28,130438.90062534588,3229.0336508349747,4707.893763921573,935,474,346,361,429,638,424,552,301,102
2021-10-29,130249.29051225928,4518.283650834975,2825.5604305882393,902,412,314,204,301,242,140,170,83,23
2021-10-30,130456.013732506,3032.2836508349747,1374.5604305882393,669,216,114,94,93,62,39,48,16,2
2021-10-31,131288.73695275275,2207.2836508349747,1703.5604305882393,670,327,107,107,149,120,65,92,42,12
2021-11-01,131575.71017299948,1990.5336508349744,3912.0604305882393,774,805,621,316,367,320,195,282,131,36
2021-11-02,130877.43339324622,3213.7836508349747,3444.274716302525,842,341,544,340,423,338,192,270,115,34
2021-11-03,130684.72804206438,3251.569365120689,3640.274716302525,868,461,452,394,443,349,202,276,137,59
2021-11-04,130300.02269088254,3255.569365120689,3530.974716302525,870,500,385,377,429,333,196,268,94,34
2021-11-05,129992.41733970071,3223.3693651206886,3177.974716302525,904,451,307,370,316,281,150,198,98,36
2021-11-06,130282.81198851886,3468.3693651206886,1545.7247163025252,749,218,143,109,114,78,37,56,17,5
2021-11-07,131127.45663733705,2390.3693651206886,1607.7247163025252,668,353,100,96,110,96,37,68,26,8
2021-11-08,131420.1012861552,1900.3693651206888,3931.224716302525,775,880,538,356,370,342,206,243,111,47
2021-11-09,130665.99593497337,3177.1193651206886,3623.427097254906,797,382,537,368,454,386,216,297,117,55
2021-11-10,130244.40248855343,3201.8336508349744,4374.477097254906,1023,550,525,490,569,425,222,295,160,40
2021-11-11,129823.05904213351,3953.1336508349746,713.977097254906,285,81,64,56,71,51,24,41,11,7
2021-11-12,130418.71559571357,1309.6336508349746,3229.477097254906,491,988,328,321,376,269,120,203,87,37
2021-11-13,130386.0388159603,3196.800317501641,1412.8323604128007,632,204,113,107,123,75,37,65,14,4
2021-11-14,131198.66466778598,2225.458212238483,1461.3323604128009,612,292,135,98,95,86,36,61,25,7
2021-11-15,131593.29051961168,1855.9582122384834,3883.0484894450587,755,832,638,353,387,368,202,282,108,32
2021-11-16,130720.76583380294,3010.5238036363326,3706.7151561117257,863,362,525,416,454,355,214,247,119,49
2021-11-17,130305.57448132755,3291.5238036363326,3654.7151561117257,923,376,429,376,433,370,210,286,136,33
2021-11-18,129913.21646218549,3262.357136969666,3554.649679921249,893,473,238,485,481,396,205,275,121,56
2021-11-19,129694.12630018628,3335.5595179220472,3336.316346587916,960,521,305,304,369,269,156,226,111,34
2021-11-20,129744.70280485375,3386.8928512553803,1506.8163465879159,721,180,94,96,126,67,40,46,16,7
2021-11-21,130490.94597618788,2253.0595179220472,2060.597146587916,740,379,202,173,214,169,108,145,58,30
2021-11-22,130405.91008085535,1975.5612512553803,3970.15667039744,754,847,538,336,434,363,152,235,138,36
2021-11-23,129198.3384712371,2762.58506077919,3804.6011148418843,783,428,604,352,443,385,230,279,131,33
2021-11-24,128371.04463939663,2977.307283001412,3359.4844481752175,897,400,444,332,381,276,154,195,113,41
2021-11-25,127706.46747422282,2694.907283001412,1105.4844481752175,511,140,86,77,101,68,24,50,13,6
2021-11-26,128165.80697571568,1564.8239496680787,1343.4844481752175,488,316,138,85,96,76,34,51,17,4
2021-11-27,128973.14647720855,2150.823949668079,1210.817781508551,599,167,107,76,96,63,37,33,16,4
2021-11-28,129800.4859787014,2038.1572830014122,1497.567781508551,586,214,140,99,120,103,52,75,46,16
2021-11-29,130210.4088135276,1907.4906163347455,3792.0773053180747,675,715,710,352,359,351,174,239,122,52
2021-11-30,129447.41260073475,3029.0810925252217,3534.743971984741,774,390,439,381,426,369,191,286,146,53
2021-12-01,129227.91638794189,3315.2477591918882,3473.993971984741,889,377,287,399,397,364,186,275,149,50
2021-12-02,128990.82017514904,3236.8977591918883,3598.682359620497,936,518,244,397,451,420,191,299,128,55
2021-12-03,128884.07212442803,3491.9343088994906,3101.6823596204977,934,502,211,306,330,277,125,178,97,40
2021-12-04,129290.82407370703,3508.4343088994906,1445.8490262871642,741,231,101,69,89,89,31,36,12,3
2021-12-05,130211.74268965269,2366.767642232824,1802.1823596204974,620,448,146,85,162,122,56,90,46,20
2021-12-06,130493.16130559835,2083.600975566157,3882.682359620497,763,910,508,278,364,359,175,266,126,50
2021-12-07,129608.49658821068,2998.017642232824,3684.0156929538307,820,401,553,310,447,415,207,324,173,54
2021-12-08,129280.99853748966,3356.517642232824,3596.747835810974,856,394,445,282,425,363,210,280,151,62
2021-12-09,129048.41715343532,3364.1664517566337,3369.517769365791,881,447,342,293,414,325,179,263,112,45
2021-12-10,128828.09407502883,3149.194690959291,2593.0015937447624,774,424,266,220,253,236,115,161,82,32
2021-12-11,129018.75337674942,2783.660895465357,1191.834927078096,518,211,90,87,83,72,26,38,19,3
2021-12-12,129868.91267847002,2041.9942287986905,1762.834927078096,559,347,142,148,112,114,72,124,42,23
2021-12-13,130112.40531352394,2006.3275621320238,3784.9182604114294,728,756,537,338,334,367,187,267,148,54
2021-12-14,129253.9812819112,2926.4942287986905,3847.584927078096,830,383,550,427,418,397,202,309,183,66
2021-12-15,128833.3905836318,3426.9942287986905,3368.3944508876198,835,359,411,352,365,359,187,246,160,45
2021-12-16,128483.96655201906,3018.970419274881,3858.649168601208,804,546,354,432,472,397,211,330,167,59
2021-12-17,127820.58164537932,3195.2642619614658,3068.9284478804875,851,461,227,347,342,265,171,198,112,38
2021-12-18,127981.0210630639,3229.367865565069,1255.261781213821,637,174,87,82,94,54,36,40,23,3
2021-12-19,128422.79381408182,1697.034532231736,2027.7577623012915,580,485,195,163,176,142,77,126,67,18
2021-12-20,128548.27989843306,2153.2438466525396,4133.036862830392,790,812,663,434,443,393,220,297,187,47
2021-12-21,127236.19852246685,2820.95548686418,4234.421345589013,818,362,626,417,451,408,234,358,179,43
2021-12-22,125936.41714650064,2934.6399696228004,2680.9213455890126,717,339,338,267,315,221,140,180,88,25
2021-12-23,125337.46910386776,2081.973302956134,2419.9213455890126,655,421,248,245,265,207,108,154,76,17
2021-12-24,125101.02106123487,2183.473302956134,1397.9213455890126,557,254,122,125,98,70,44,71,21,5
2021-12-25,125405.573018602,1702.473302956134,878.0880122556794,437,157,63,36,62,34,31,28,16,3
2021-12-26,125970.87497596913,1443.3899696228007,1581.724375892043,490,296,215,142,146,142,63,83,52,20
2021-12-27,126464.76784242716,2075.6172423500734,2702.974375892043,594,399,457,229,248,209,111,200,125,45
2021-12-28,126165.16070888519,2403.3672423500734,2630.8859920536593,614,309,384,264,306,176,140,200,103,26
2021-12-29,126205.23034301998,2670.9556261884572,2686.5013766690436,726,393,287,324,274,179,139,209,101,31
2021-12-30,126029.97305407785,2511.2440877269187,2159.5013766690436,691,336,195,223,218,157,94,86,45,16
2021-12-31,126327.21576513573,2456.7440877269187,1135.9958211134883,451,186,90,85,128,70,37,48,26,1
2022-01-01,127432.5584761936,2241.338532171363,1266.9819322245994,697,228,61,35,78,37,28,47,16,1
2022-01-02,127965.97063169592,1800.3940877269188,1564.3152655579327,468,353,189,108,156,97,69,76,48,9
2022-01-03,128314.7994538649,1913.1440877269188,3136.815265557933,581,615,592,253,314,284,157,174,113,26
2022-01-04,127753.1282760339,2575.1440877269188,3064.4819322245994,673,349,465,306,411,285,155,214,107,32
2022-01-05,127649.95709820288,2961.3107543935853,2886.598598891266,695,332,305,243,409,276,178,200,118,48
2022-01-06,127536.5192537052,2773.160754393585,2901.250114042781,721,403,262,254,437,314,183,249,104,36
2022-01-07,127221.54353041964,2586.2743907572217,2321.402494995162,607,379,231,204,258,198,129,136,74,18
2022-01-08,127824.14161665789,2924.000581233412,806.4024949951621,356,110,60,44,48,31,18,29,6,3
2022-01-09,128447.23970289614,1429.500581233412,1214.7089277437,410,357,108,68,58,53,25,44,21,8
2022-01-10,128840.03954352035,1607.508768367915,3258.0422610770333,615,718,475,249,324,256,181,214,108,32
2022-01-11,128384.33938414458,2802.3421017012483,3059.124686429146,736,236,509,300,355,294,163,222,122,42
2022-01-12,128033.91371209273,2708.6990143773046,3292.591353095813,779,359,393,321,422,328,168,288,144,68
2022-01-13,127781.02137337423,3039.6990143773046,3072.9734959529555,837,370,241,299,382,307,179,219,104,45
2022-01-14,127561.13117751286,2853.0833000915904,2907.806829286289,848,401,283,254,312,268,139,195,106,35
2022-01-15,127837.90764831816,3184.5833000915904,1213.1631714691798,593,156,73,94,92,62,37,51,17,5
2022-01-16,128446.50683298777,1821.7623561387882,1166.1631714691798,492,270,88,62,52,47,26,31,22,3
2022-01-17,128639.10601765738,1358.7623561387882,1360.3298381358466,351,272,185,107,114,120,53,75,41,15
2022-01-18,129011.03853566032,1732.2623561387882,3038.66317146918,565,454,626,287,275,271,145,212,89,43
2022-01-19,128581.13772032992,2608.762356138788,3159.0620220438923,710,300,543,293,369,318,211,241,124,50
2022-01-20,128448.23690499953,3026.1612067135006,2926.0620220438923,793,321,324,308,323,289,144,181,85,36
2022-01-21,128351.33608966914,2829.1612067135006,2575.3620220438925,720,392,232,293,265,234,102,158,98,19
2022-01-22,128660.03527433875,2884.0612067135007,1206.6953553772257,577,189,71,73,75,55,44,42,14,3
2022-01-23,129494.73445900835,2041.3945400468342,1375.1953553772257,561,264,73,98,96,82,37,52,32,12
2022-01-24,129909.43364367797,1789.8945400468342,3293.528688710559,681,745,447,283,297,256,149,207,107,34
2022-01-25,129348.13282834757,2732.2278733801672,2949.278688710559,695,322,382,269,340,286,181,231,121,51
2022-01-26,129201.83201301718,2802.9778733801672,3271.9786887105593,775,324,400,328,433,365,191,295,143,44
2022-01-27,128915.59786435346,2985.744540046834,3085.4786887105593,701,403,313,240,388,317,150,215,119,49
2022-01-28,128841.86371568973,3011.744540046834,2750.587551777317,850,438,252,223,281,233,116,181,82,29
2022-01-29,129175.20097281321,3083.924808900787,1338.387551777317,678,183,109,77,100,71,46,38,25,2
2022-01-30,130074.67156327,2237.8581422341204,1470.0542184439837,600,278,105,80,99,79,56,90,82,29
2022-01-31,130443.64215372682,1839.024808900787,3563.1375517773167,674,873,478,262,326,267,155,232,115,49
2022-02-01,129686.66829973918,2806.163697789676,3481.6375517773167,754,332,527,349,393,339,180,290,183,51
2022-02-02,129463.19444575153,3258.163697789676,3131.1375517773167,828,325,372,286,364,277,191,229,148,51
2022-02-03,129114.7205917639,2782.663697789676,2716.837551777317,682,395,256,287,321,261,134,175,117,32
2022-02-04,128906.44673777625,2508.563697789676,2262.0967429537877,631,434,224,217,244,191,79,143,79,19
2022-02-05,129215.15511418076,2812.8051193583033,1314.5967429537875,625,178,119,96,102,46,31,55,30,2
2022-02-06,130149.36349058528,2248.8051193583037,1499.0967429537875,630,264,131,93,110,73,39,66,33,11
2022-02-07,130521.07186698979,1870.8051193583035,3549.2634096204542,676,770,532,325,347,328,169,257,170,35
2022-02-08,130208.78024339431,3236.9717860249702,3391.0134096204542,766,330,421,337,333,321,193,302,164,63
2022-02-09,130017.48861979882,3199.7217860249702,3575.4853394450156,881,388,391,347,405,337,210,312,210,60
2022-02-10,129788.43617748989,3346.4328971360815,3237.818672778349,849,471,283,354,336,308,184,231,140,40
2022-02-11,129872.55040184762,3321.9328971360815,2904.0520400017167,906,479,286,247,295,227,128,194,92,16
2022-02-12,130302.1845196804,3333.686157834493,1419.552040001717,685,217,122,94,90,69,28,62,22,13
2022-02-13,131084.31863751318,2201.686157834493,1713.552040001717,637,364,148,115,145,99,50,74,41,14
2022-02-14,131339.45275534596,1968.6861578344929,3556.2575194537717,767,808,595,269,286,274,160,224,136,37
2022-02-15,130731.98687317873,2948.7916372865475,3497.2575194537717,778,366,509,321,369,317,201,298,189,50
2022-02-16,130662.02099101151,3427.2916372865475,3517.2575194537717,912,342,406,320,440,354,230,276,168,48
2022-02-17,130553.05510884427,3408.2916372865475,3147.7575194537717,914,448,267,306,369,246,137,230,122,30
2022-02-18,130347.58922667705,2942.2916372865475,3204.7575194537717,877,547,314,325,387,227,147,211,109,39
2022-02-19,130625.12334450983,3482.2916372865475,1516.7575194537717,742,213,139,113,104,67,33,45,30,3
2022-02-20,131471.6574623426,2363.2916372865475,1628.4241861204384,687,338,113,106,114,67,53,63,39,9
2022-02-21,131948.1915801754,2104.9583039532145,2121.5617551312084,556,428,263,172,173,130,104,167,75,24
2022-02-22,132179.1327257935,2352.5029007493044,3920.5617551312084,750,671,680,372,396,307,189,249,196,59
2022-02-23,131362.0738714116,3103.5029007493044,3489.7284217978754,801,379,497,395,389,316,159,271,180,52
2022-02-24,131027.51501702967,3155.169567415971,3450.0617551312084,835,425,370,367,428,334,189,264,174,48
2022-02-25,130505.95616264777,2928.5029007493044,3251.3712789407323,875,477,316,335,389,245,144,231,145,50
2022-02-26,130605.89730826586,3351.3124245588283,1499.3712789407323,723,200,111,111,110,75,45,57,43,4
2022-02-27,131450.6717872173,2344.145757892162,1712.8712789407323,660,330,124,129,127,99,48,87,46,19
2022-02-28,131674.44626616873,1936.6457578921616,3992.4962789407323,684,913,522,330,415,340,208,292,198,62
2022-03-01,130805.09574512015,3123.145757892162,3313.1629456073993,811,337,442,305,386,280,168,264,175,46
2022-03-02,130820.66189073825,3328.729091225495,3557.727709266085,890,416,423,325,446,313,165,283,192,70
2022-03-03,130538.04663672467,3275.1124552525052,3563.3110425994187,924,473,351,320,460,325,152,270,188,70
2022-03-04,130452.93138271109,3478.1957885858387,3156.8681854565616,980,484,292,304,329,252,146,188,109,24
2022-03-05,130990.5161286975,3694.4529314429815,1530.652004226788,735,209,125,100,113,73,41,47,33,5
2022-03-06,131879.30427274219,2419.4401482714607,1864.3186708934547,708,407,140,108,136,95,43,96,69,17
2022-03-07,132139.4257501202,2124.4401482714607,3866.6311708934545,808,924,508,296,377,297,164,256,150,39
2022-03-08,131262.0472274982,2989.2526482714607,3473.0061708934545,805,399,572,316,414,294,162,233,162,62
2022-03-09,131022.93656201905,3233.8955054143175,3688.3061708934547,823,419,437,389,442,329,172,309,210,87
2022-03-10,130572.62589653992,3237.9955054143174,3326.0556797343193,832,472,383,340,401,290,133,248,144,36
2022-03-11,130462.3250542435,3215.7548374378935,3097.8890130676527,916,516,325,286,331,219,115,196,112,33
2022-03-12,130683.52421194706,3319.0881707712265,1386.7223464009858,672,187,96,107,102,70,36,51,34,5
2022-03-13,131375.55670298397,2078.7548374378935,1689.2223464009858,622,350,126,109,147,102,49,65,59,31
2022-03-14,131649.08919402087,1962.7548374378932,3759.2223464009858,743,825,554,272,336,316,157,276,164,69
2022-03-15,131042.62168505779,3152.7548374378935,3534.9366321152715,814,372,529,346,372,322,183,267,188,77
2022-03-16,130795.86846180898,3288.1834088664646,3530.4366321152715,871,380,413,377,368,306,140,233,150,239
2022-03-17,130756.11523856017,3490.6834088664646,3519.4366321152715,869,509,319,395,416,329,156,296,163,63
2022-03-18,130692.02868197803,3455.3500755331315,3170.769965448605,1046,502,299,296,281,234,108,204,102,33
2022-03-19,130892.10879206256,3370.8500755331315,1483.7699654486048,750,216,99,86,112,66,29,50,29,8
2022-03-20,131769.18890214709,2360.8500755331315,1572.7699654486048,643,332,134,117,106,92,34,56,31,9
2022-03-21,132144.60234556496,1948.1834088664648,4084.9366321152715,789,851,559,336,432,380,189,269,176,66
2022-03-22,131538.5157889828,3478.8500755331315,3656.8890130676523,877,365,569,350,423,333,174,277,184,74
2022-03-23,131143.57208954354,3261.9453136283696,3968.9376241787636,879,427,394,315,451,412,188,396,296,131
2022-03-24,130989.12839010425,3814.4939247394805,3603.9678661142475,957,544,322,349,400,331,157,270,159,67
2022-03-25,130755.8815992671,3370.7210752771152,3042.328735679465,978,481,318,267,321,249,86,153,119,49
2022-03-26,131041.63480842998,3328.081944842332,3411.828735679465,729,257,196,193,294,290,180,404,372,55
2022-03-27,129968.88801759285,2339.081944842332,1864.828735679465,686,384,158,155,132,100,56,89,52,22
2022-03-28,130174.64122675572,2070.581944842332,3681.328735679465,753,851,592,316,330,327,138,200,135,47
2022-03-29,129592.8793983246,3099.5669072483474,3065.3842912350206,752,323,451,337,322,236,139,219,131,59
2022-03-30,129449.67312544903,2922.1780183594587,3264.050957901687,805,407,412,373,382,306,168,242,173,77
2022-03-31,129327.96685257347,3142.3446850261253,3557.175957901687,861,476,328,376,448,333,146,249,163,60
2022-04-01,129180.1355796979,3409.3446850261253,3467.3981801239092,1002,470,333,324,417,296,146,218,160,43
2022-04-02,129321.80430682235,3609.0669072483474,1484.453735679465,750,212,127,88,105,66,25,34,26,1
2022-04-03,130058.47303394678,2221.122462803903,1491.953735679465,615,314,91,94,113,93,40,56,19,10
2022-04-04,130588.47509440455,2021.9557961372363,3782.0080213937504,784,874,496,360,347,328,156,202,145,55
2022-04-05,130037.51334533852,3231.0462723277124,3838.341354727084,832,357,583,636,387,330,160,249,185,65
2022-04-06,129537.21826293915,3338.0462723277124,3919.841354727084,925,470,463,339,445,398,230,281,220,85
2022-04-07,129330.42318053977,3713.0462723277124,3434.8876510233804,927,482,355,311,385,297,158,240,184,49
2022-04-08,129089.71143147374,3194.1759019573424,3270.06265102338,913,575,304,307,382,295,138,172,104,40
2022-04-09,129279.45801574104,3459.8092352906756,1358.2293176900469,741,192,87,82,89,57,39,39,11,2
2022-04-10,130120.20460000832,2198.975901957342,1665.7293176900469,662,353,175,117,173,97,44,72,49,16
2022-04-11,130494.95118427562,2040.475901957342,3657.4436034043324,740,783,580,288,310,300,142,194,131,41
2022-04-12,130013.9120542572,3176.4044733859137,3605.5216748678667,856,383,551,331,411,338,179,226,182,85
2022-04-13,129836.78432903565,3428.393949646315,3459.5216748678667,911,398,410,369,385,265,165,246,158,64
2022-04-14,129444.1566038141,3066.893949646315,3538.5216748678667,879,521,354,445,405,289,148,210,166,67
2022-04-15,129219.77887859255,3314.143949646315,2611.553253815235,847,390,237,262,256,181,98,166,107,27
2022-04-16,129714.55939898503,3106.3337742077183,1509.0532538152352,706,240,142,115,98,81,40,36,31,8
2022-04-17,130455.33991937751,2249.8337742077183,1306.553253815235,563,250,101,107,83,61,28,31,27,10
2022-04-18,130905.62043976999,1756.8337742077185,3633.3609426232424,680,823,597,319,303,301,160,218,142,46
2022-04-19,130361.91688372935,3089.657386582605,3599.4578613907493,770,369,561,377,410,359,207,227,179,74
2022-04-20,130266.15562460749,3503.6966022688794,3727.4719482637993,966,406,523,369,446,315,186,232,190,89
2022-04-21,129693.03173049643,3154.3480541527283,3672.027503819355,911,538,341,390,491,374,156,254,166,64
2022-04-22,129483.29672527424,3462.292498597173,2898.527503819355,902,452,242,258,301,254,108,161,85,30
2022-04-23,130087.56172005205,3502.792498597173,1498.027503819355,760,198,132,99,103,59,34,41,24,7
2022-04-24,130786.32671482988,2196.792498597173,1805.527503819355,691,402,132,121,137,86,55,80,42,10
2022-04-25,131173.5917096077,2192.792498597173,4292.224398229293,842,783,611,335,396,424,234,317,211,92
2022-04-26,130328.03061742899,3446.663306050589,3261.4029696578646,783,380,528,332,373,278,135,175,139,60
2022-04-27,130272.2909538217,3205.663306050589,3666.9029696578646,889,455,425,329,415,354,191,228,209,103
2022-04-28,130011.88462354777,3406.4966393839222,3532.9029696578646,897,481,367,360,439,327,166,244,200,67
2022-04-29,129675.14495994049,3196.163306050589,3406.491858546753,1019,487,319,328,354,293,152,147,146,52
2022-04-30,130002.90529633322,3734.252194939478,1367.6457047005995,735,178,101,98,87,47,27,29,17,2
2022-05-01,130720.66563272594,2085.4060410933243,1599.763351759423,635,326,108,122,123,90,53,68,41,3
